instrument_id,fitch_idr,fitch_rating_basis,fitch_industry,fitch_recovery,fitch_recovery_basis,source_reference
SYN-LN-00082,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00083,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00084,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00085,BBB-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Netherlands Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00086,BB+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00087,BB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00088,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00089,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00090,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00091,BBB-,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00092,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00093,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00094,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00095,B+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Germany Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00096,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00097,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00098,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00099,BB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00100,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00101,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00102,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00103,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00104,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00105,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00106,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00107,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00108,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00109,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00110,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00111,A-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Netherlands Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00112,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Luxembourg Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00113,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00114,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Netherlands Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00115,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00116,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00117,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00118,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00119,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00120,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00121,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00122,B+,development_proxy,,,,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review.
SYN-LN-00123,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00124,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00125,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00126,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00127,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00128,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00129,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00130,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00131,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00132,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00133,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00134,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00135,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00136,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00137,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00138,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00139,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00140,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00141,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00142,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00143,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00144,BB+,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Netherlands Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00145,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00146,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00147,B-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00148,BBB,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Austria Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00149,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00150,B+,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00151,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00152,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00153,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00154,B-,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United Kingdom Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00155,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00156,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00157,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00158,B,development_proxy,,0.65,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; Netherlands Group 2; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00159,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00160,B,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00161,BB,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
SYN-LN-00162,BB-,development_proxy,,0.75,development_assumption,FICTIONAL DEVELOPMENT: copied S&P symbol as Fitch IDR-equivalency proxy; no Fitch rating or Appendix 5 review. Assumed first-lien facility is senior secured loan with no issue recovery opinion; United States Group 1; Fitch June 1 2026 Appendix 4 pp42-43 and Appendix 6 pp47-48 BBsf Strong fallback.
